000011111111111111111111111111111111101011111111,00001111,11111111,11111111,11111111,11111010,11111111
000001111111111111011111111111111111101111111111,00000111,11111111,11011111,11111111,11111011,11111111
010010001110101010101111111011101000101010001010,01001000,11101010,10101111,11101110,10001010,10001010
000001111111101110001111111111111111100011111110,00000111,11111011,10001111,11111111,11111000,11111110
000001111111111111011111111111111111101011111111,00000111,11111111,11011111,11111111,11111010,11111111
000011111111111111011111111111111111101011111111,00001111,11111111,11011111,11111111,11111010,11111111
000011111111111111011111111111111111101011111111,00001111,11111111,11011111,11111111,11111010,11111111
000000001110100110001111011111101100100010001010,00000000,11101001,10001111,01111110,11001000,10001010
000001111111101110011111111111111111100011111111,00000111,11111011,10011111,11111111,11111000,11111111
000001111111111111011111111111111111101011111111,00000111,11111111,11011111,11111111,11111010,11111111
000011111111111111011111111111111111101011111111,00001111,11111111,11011111,11111111,11111010,11111111
010011001110101010101110111011101000101010001010,01001100,11101010,10101110,11101110,10001010,10001010
000001001110101110001111111111101110100010001010,00000100,11101011,10001111,11111110,11101000,10001010
000001111011110111010111101111111111101111101111,00000111,10111101,11010111,10111111,11111011,11101111
010011001111101011101111111011101010101010001010,01001100,11111010,11101111,11101110,10101010,10001010
000011111111111111101111111111111110101011111111,00001111,11111111,11101111,11111111,11101010,11111111
010110110011110111110101100011001111101110101011,01011011,00111101,11110101,10001100,11111011,10101011
000011111111111111111111111111111110101011111111,00001111,11111111,11111111,11111111,11101010,11111111
010011001111101011101111111011101010101010001010,01001100,11111010,11101111,11101110,10101010,10001010
000011111111111111011111111111111111101011111111,00001111,11111111,11011111,11111111,11111010,11111111
000011111111111110011111111111111111101011111011,00001111,11111111,10011111,11111111,11111010,11111011
010011001111101011101110111011101000101010001010,01001100,11111010,11101110,11101110,10001010,10001010
000011111111111111011111111111111111101011111111,00001111,11111111,11011111,11111111,11111010,11111111
000001111111111111011111111111111111101011111111,00000111,11111111,11011111,11111111,11111010,11111111
010011001111101011101111111011101010101010001010,01001100,11111010,11101111,11101110,10101010,10001010
010011111111101111101111111111111010101010011011,01001111,11111011,11101111,11111111,10101010,10011011
000011111111111111111111111111111111101011111111,00001111,11111111,11111111,11111111,11111010,11111111
000011111111111111011111111111111111101011111111,00001111,11111111,11011111,11111111,11111010,11111111
000001111111111111011111111111111111101111111111,00000111,11111111,11011111,11111111,11111011,11111111
000001111110101110001111011111111111100011111111,00000111,11101011,10001111,01111111,11111000,11111111
000011111111111111101111111111111110101011111111,00001111,11111111,11101111,11111111,11101010,11111111
010011001111101011101111111011101010101010001010,01001100,11111010,11101111,11101110,10101010,10001010
000001101110100110001111011111111111100011101110,00000110,11101001,10001111,01111111,11111000,11101110
010110111111111011101111111011001111101010101011,01011011,11111110,11101111,11101100,11111010,10101011
010111110011110011110100100010101000001010001011,01011111,00111100,11110100,10001010,10000010,10001011
000011111111111111111111101111111111101111111111,00001111,11111111,11111111,10111111,11111011,11111111
000011111111111111111111111111111111101011111111,00001111,11111111,11111111,11111111,11111010,11111111
000011111111111111011111111111111111101011111111,00001111,11111111,11011111,11111111,11111010,11111111
000001111111111111011111111111111111101011111111,00000111,11111111,11011111,11111111,11111010,11111111
000001111110101111011111111111111010100011011100,00000111,11101011,11011111,11111111,10101000,11011100
010011001111101010101111111011101000101010001010,01001100,11111010,10101111,11101110,10001010,10001010
000001111111111111011111111111111111101011111111,00000111,11111111,11011111,11111111,11111010,11111111
000011001111101010101111111111111010101010011010,00001100,11111010,10101111,11111111,10101010,10011010
010110111011110011101100101010001101101010001011,01011011,10111100,11101100,10101000,11011010,10001011
010111111011110011101100101010101000101010001011,01011111,10111100,11101100,10101010,10001010,10001011
000001111111111111011111111111111111101111111111,00000111,11111111,11011111,11111111,11111011,11111111
010011001111101010101111111011111010101010001010,01001100,11111010,10101111,11101111,10101010,10001010
010110110011110011110100100010000101001110101011,01011011,00111100,11110100,10001000,01010011,10101011
000001111111111111011111111111111111101111111111,00000111,11111111,11011111,11111111,11111011,11111111
000001111111111111011111111111111111101111111111,00000111,11111111,11011111,11111111,11111011,11111111
000011111111111110001111111111111111101011101011,00001111,11111111,10001111,11111111,11111010,11101011
010011001110101010101110111011101000101010001010,01001100,11101010,10101110,11101110,10001010,10001010
000011111111111111011111111111111111101011111111,00001111,11111111,11011111,11111111,11111010,11111111
000011111111111111011111111111111111101011111111,00001111,11111111,11011111,11111111,11111010,11111111
000011111111111111111111111111111111101011111111,00001111,11111111,11111111,11111111,11111010,11111111
010011001110101011101111111011101000101010001010,01001100,11101010,11101111,11101110,10001010,10001010
000011111111111111011111111111111110101011111111,00001111,11111111,11011111,11111111,11101010,11111111
010011001110101010101111111011101000101010001010,01001100,11101010,10101111,11101110,10001010,10001010
010011001110101010101111111011101010101010001010,01001100,11101010,10101111,11101110,10101010,10001010
000011111111111111011111111111111111101011111111,00001111,11111111,11011111,11111111,11111010,11111111
010110110011110011110100100010000101001110101011,01011011,00111100,11110100,10001000,01010011,10101011
000011111111111111011111111111111111101011111111,00001111,11111111,11011111,11111111,11111010,11111111
000011111111111111011111111111111111101011111111,00001111,11111111,11011111,11111111,11111010,11111111
000001111111111111011111111111111111101111111111,00000111,11111111,11011111,11111111,11111011,11111111
000001111111101110011111111111111111101011111111,00000111,11111011,10011111,11111111,11111010,11111111
000011111111111111011111111111111111101011111111,00001111,11111111,11011111,11111111,11111010,11111111
010110110011110011110100100010000101001110101011,01011011,00111100,11110100,10001000,01010011,10101011
000011111111111111111111111111111111101011111111,00001111,11111111,11111111,11111111,11111010,11111111
010011001110101011101110111011111000101010001010,01001100,11101010,11101110,11101111,10001010,10001010
010011001110101010101111111011101010101010001010,01001100,11101010,10101111,11101110,10101010,10001010
010011001111101011101111111011111010101010001010,01001100,11111010,11101111,11101111,10101010,10001010
010110110011110011110100100010001101001110101011,01011011,00111100,11110100,10001000,11010011,10101011
010011001110101011101110111011101000101010001010,01001100,11101010,11101110,11101110,10001010,10001010
010011001110101010101110111011101000101010001010,01001100,11101010,10101110,11101110,10001010,10001010
000001111111101110001111111111111111100011111110,00000111,11111011,10001111,11111111,11111000,11111110
000011111111111111111111111111111110101011111111,00001111,11111111,11111111,11111111,11101010,11111111
000011111111101111101111111111111110101010011011,00001111,11111011,11101111,11111111,11101010,10011011
000001111111111111011111111111111111100011111111,00000111,11111111,11011111,11111111,11111000,11111111
010011001110101011101110111011101000101010001010,01001100,11101010,11101110,11101110,10001010,10001010
000011111111111111011111111111111111101011111111,00001111,11111111,11011111,11111111,11111010,11111111
000011111111101111101111111111111010101011011111,00001111,11111011,11101111,11111111,10101010,11011111
010011001110101010101110111011101000101010001010,01001100,11101010,10101110,11101110,10001010,10001010
